Episode,Date,Guests (Himself/Herself - Role),References
19990915,1999-09-15,yho6uq1m:Gareth Hale (Himself);q4v2jc2p:Philip Franks (Himself);lc8xhv91:Sherrie Hewson (Herself);cdgrd3qc:Richard O'Brien (Himself);mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/7e56576c364d4bd88381230170413364
19990916,1999-09-16,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/fd3d99cf9bf5468e9492d31314bda126
19990917,1999-09-17,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/1e29bfa4193b45f4a035ad76d528b78c
19990920,1999-09-20,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/d6574d01ced24c03838470b28af672cc
19990921,1999-09-21,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/acd4034ad2e34dadb49e7105b69b74a2
19990922,1999-09-22,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/62eaec67b73544e69ceff07a146846cc
19990923,1999-09-23,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/3477a6970d0d4d49ab16de8d42ba25ba
19990924,1999-09-24,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);q4v2jc2p:Philip Franks (Himself);yho6uq1m:Gareth Hale (Himself);lc8xhv91:Sherrie Hewson (Herself);gth8qwu7:Kate Humble (Herself);,http://genome.ch.bbc.co.uk/f5bbe118afad4953ae99a861fc41b38f http://www.imdb.com/title/tt0965791/
19990927,1999-09-27,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/727f7c23a2e64efa961920741c980c8f
19990928,1999-09-28,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/e7282f2bfae649f1acd475876806c7a5
19990929,1999-09-29,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/9b275464c2704a27a3bd411a93097a52
19990930,1999-09-30,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/d9a62a99fdc24027b46f7c9571c14391
19991001,1999-10-01,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/213175fcb855435eac3eec89017fc55c
19991004,1999-10-04,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/9b323e0310a243cd92ebdc301db45a0d
19991005,1999-10-05,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/ebfb22fa47134b21840cb5fb748fe480
19991006,1999-10-06,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/8294903326dd4a0ab3c7ca72ef017a39
19991007,1999-10-07,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/b9453b7f2ea04921b4114174abfda136
19991008,1999-10-08,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/a84f5775c96b40d3882e2cb8ab92a4cd
19991011,1999-10-11,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/05339c4028c74087a3368c1f17a4e168
19991012,1999-10-12,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);q4v2jc2p:Philip Franks (Himself);yho6uq1m:Gareth Hale (Himself);lc8xhv91:Sherrie Hewson (Herself);gth8qwu7:Kate Humble (Herself);,http://genome.ch.bbc.co.uk/39672328d63e4cd28d0403f5363fab18 http://www.imdb.com/title/tt0965792/
19991013,1999-10-13,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/ae1b4fd75c944c4ba511ca2275849c4d
19991014,1999-10-14,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/2e3f0dc86532467e96c4346f98462e11
19991015,1999-10-15,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/c5677109f2494ef99d68fca49e0ea9e1
19991018,1999-10-18,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/3a2c414a2bf0429abf9dba354f8eb063
19991019,1999-10-19,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/a87eeebdf876424b81e7691fd3ae9559
19991020,1999-10-20,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/5e57573c021f4a2e9d62281fb26b7f81
19991021,1999-10-21,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/0d9ff7505ad34d258fa794be4615d351
19991022,1999-10-22,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/b56a5a4cf0dc417d99bf96835a29ce87
19991025,1999-10-25,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/93fceb94317846928077b55b3dec0d92
19991026,1999-10-26,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/eac140e3de354dedbf9a881bb4ff89e6
19991027,1999-10-27,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/d68beb1a8f2042739fdaacc1416e419d
19991028,1999-10-28,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/af06b7ca8734481bbb45bcc9b6cd09d4
19991029,1999-10-29,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/69f055477a1a455c9af9d6e57e1803c1
19991101,1999-11-01,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/d522ca142bd74176b1e4f9726c67e8c8
19991102,1999-11-02,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/e34d0f2903e3499b90619a8eeb54c920
19991103,1999-11-03,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/194a8d2731084b1ab751016d4e55dd0f
19991104,1999-11-04,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);2ufl1i4u:Dave Gorman (Himself);,http://genome.ch.bbc.co.uk/8eb866ce1c2f4d3699298029beefa40c http://www.imdb.com/title/tt0535489/
19991105,1999-11-05,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);q4v2jc2p:Philip Franks (Himself);yho6uq1m:Gareth Hale (Himself);lc8xhv91:Sherrie Hewson (Herself);cdgrd3qc:Richard O'Brien (Himself);,http://genome.ch.bbc.co.uk/4cbe4b7d0b3e4fb6a45f1fea2718d631 http://www.imdb.com/title/tt0965793/
19991108,1999-11-08,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/5cb76a15c1244897846597434143c139
19991109,1999-11-09,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/efba4e3230ca4c579ec337e42c59fa78
19991110,1999-11-10,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/a49bac0c20dc4211913bec2252ed3b38
19991111,1999-11-11,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/e0c0304053894900b530cdf00d188e33
19991112,1999-11-12,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);3fezzv8h:Wendy Richard (Herself);,http://genome.ch.bbc.co.uk/83f11ba140a74e49814bea3bd5f21c26 http://www.imdb.com/title/tt0535488/
19991115,1999-11-15,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/1d82ffc63c8a4372b0ce30e4c7d89d9c
19991116,1999-11-16,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/d91fe167d13148ffb3640ce6db96624b
19991117,1999-11-17,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/d600634614634ddb9f04271983d68fa3
19991118,1999-11-18,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/b65da013b9c949f7b26babe29fb24b8b
19991119,1999-11-19,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);jfdb7gqq:Sheila Hancock (Herself);cqa30iam:Simon Callow (Himself);oks2ikbl:Linda Bellingham (Herself);14l13vw8:Paul Rankin (Himself);,http://www.bbc.co.uk/iplayer/episode/p02mbgs3/call-my-bluff-19111999
19991122,1999-11-22,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/1b406ec575de4645a8b1263012cdfb16
19991123,1999-11-23,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/0c3277dc01b941c8a6c8b0fc127eee6b
19991124,1999-11-24,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/7390348e0b8749a6bb4c5e0aee193ef3
19991125,1999-11-25,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/a606c1ac12894028b66879298e815ba8
19991126,1999-11-26,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/69779635c1174a689385220bad47ff6a
19991129,1999-11-29,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/8c6c8277e7ad420c9324dcfeb5e5893e
19991130,1999-11-30,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/e3fd29b5f235486e912531ed2200157c
19991201,1999-12-01,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/bdb27aa8c91d4d0bb1a1e580051c902c
19991202,1999-12-02,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/e3ab5ac5305a433ba2f61064f51d7dbd
19991203,1999-12-03,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);2ufl1i4u:Dave Gorman (Himself);,http://genome.ch.bbc.co.uk/f900b8d5a7bc46e496f6b6045d5e0653 http://www.imdb.com/title/tt0535490/
19991207,1999-12-07,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/9c2edc4283d244b1a8f8181e307c629b
19991208,1999-12-08,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/6907fffffbf1410da2b019526a1dd224
19991209,1999-12-09,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/7915562884384bd9a740b5ff6acb3d5f
19991210,1999-12-10,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/a83c044ea4684057868875d0b9b116ad
19991213,1999-12-13,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/0fbc0b9788a547f9bed7f64cd2b628ec
19991214,1999-12-14,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/e3d5a30f3f134644b6d9ef017de430e1
19991215,1999-12-15,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/0e9291c41cb44fe39420e24c5d397769
19991216,1999-12-16,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/f2a8d26f426242ecaa3dbaff9a859a55
19991217,1999-12-17,rsd93cn6:Brian Blessed (Himself);kn7y24x5:Bonnie Langford (Herself);1g3jgtsl:Carol Harrison (Herself);c9ktozng:John Inman (Himself);mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/158843c648844f87818985416923d575
20000522,2000-05-22,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/f55185c32c6440839e8e6ea2b3b5c5fe
20000523,2000-05-23,lc93xu1n:Les Dennis (Himself);3fezzv8h:Wendy Richard (Herself);mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/12c7bb7d2f144316a7f3d2e8c31e32f1
20000524,2000-05-24,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/d0738050ca0e4654b482141b1bc73fb3
20000525,2000-05-25,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/9ad0855d7303461d99c32376da4c06b5
20000526,2000-05-26,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/a672b9fbf59a47e89719cd65cf919121
20000530,2000-05-30,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/7c6b3747915e440489689a0c8175180d
20000531,2000-05-31,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/7621bfdf18be4bc79e2be128946a2b9b
20000601,2000-06-01,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/2be68e938b0442fc8c133af14c0dbbfb
20000602,2000-06-02,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/b336e15f1710439daea06db455262235
20000605,2000-06-05,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/f615fb98882c432bb86dd532d7b1a5f0
20000606,2000-06-06,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/65f42b615bc84279b2e05cacfc126679
20000607,2000-06-07,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/a10988ef237642b68bbb5d500a4878d4
20000608,2000-06-08,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/cb620abd5158448393bc2a226b6ddfb1
20000609,2000-06-09,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/6beb4a61988f44c49fbf95fd6fc35dfe
20000612,2000-06-12,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/f7b845c9efc54b2cad87cd4f18044361
20000613,2000-06-13,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);vcn2h4jp:Art Malik (Himself);10pnlj7m:Ross Kelly (Himself);,http://genome.ch.bbc.co.uk/61d71b5941454a05bad392de5ca0287a
20000614,2000-06-14,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/ec3c7ca954fc4b3bbb14c0082b391a17
20000615,2000-06-15,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/0414fb3e09f14e6cbaa9d9fbbd6b3012
20000616,2000-06-16,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/1ebf3f27eeec47b7bef25b530aa56780
20000710,2000-07-10,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/65ca5aed7c6645b185860d7ccb2c0134
20000712,2000-07-12,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/503fc25bf2b0499eb695b7ce5f483cda
20000713,2000-07-13,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/7bb149d60919449d8d1826a4ae13fa1e
20000714,2000-07-14,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/1a9f54c6a28f4a2eaf126f7102a6e52e
20000717,2000-07-17,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/2482fcb9961f4cb79d72194fbd23650a
20000718,2000-07-18,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/44cfde1c17c84f59ad977eae8efe9315
20000719,2000-07-19,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/143cedbb6d8a46ea9657a92fa7103fe7
20000720,2000-07-20,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/c15a4862e8b44770aa80e87fd0e72fcd
20000721,2000-07-21,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/e566dea998174a50b051cbadb7aac525
20000814,2000-08-14,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/ef1adf2b9a95435aac375083eeaed442
20000815,2000-08-15,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/d093509eeeac4627befc9645883c69a1
20000816,2000-08-16,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/754d61dcb70f497aa8f55c184153845d
20000817,2000-08-17,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/2ea02d5d119e483dae5de8ff056e7bea
20000818,2000-08-18,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/567e271ae97343adaad9e9e5fe4205af
20000821,2000-08-21,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/fcc3dab97fd04f678bcfe15befcaf351
20000822,2000-08-22,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/c35779c75f6f415aac375098e4447381
20000823,2000-08-23,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/36eb89480b41462e970ca3308568ba58
20000824,2000-08-24,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/9003fa21e2524f75b6744200e0aff59b
20000825,2000-08-25,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/3adf722e1a974b41bb6e891f951fa692
20000829,2000-08-29,mtov1a5z:Bob Holness (Himself - Host);2krdo89a:Alan Coren (Himself - Team Captain);nch01m5e:Sandi Toksvig (Herself - Team Captain);,http://genome.ch.bbc.co.uk/00fc9962041b496fa192bdf143165cad
